cultivar,price,note,id,url,image,hybridizer,year,color,parentage,ploidy,bloomseason,budcount,branches,form,bloomsize,bloomhabit,seedlingnum,foliagetype,scapeheight,fragrance,sculpting,rebloom
Harrods,$8.00,,24796,https://www.daylilies.org/DaylilyDB/detail.php?id=24796,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Harrods Purvis_1537493953.jpg,Munson-R.W.,1988,burgundy red self with gold green throat,(sdlg × Dance Ballerina Dance),Tetraploid,"Early-Midseason,Rebloom","","","","6 in, (15 cm)",Diurnal,DBD-R81-12,Semi-Evergreen,"24 in, (61 cm)","","",""
Heartbeat Of Heaven,$15.00,,146536,https://www.daylilies.org/DaylilyDB/detail.php?id=146536,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heartbeat_of_Heaven.jpg,Emmerich,2004,pink lavender with ivory lavender halo etched in darker lavender edge trimmed gold above yellow green throat,((Fortune's Dearest × Lifting Me Higher) × sdlg),Tetraploid,"Midseason-Late,Rebloom",20,3,"","6.5 in, (17 cm)",Diurnal,13500,Semi-Evergreen,"32 in, (81 cm)",Fragrant,"",""
Heather Herrington,$10.00,,4641,https://www.daylilies.org/DaylilyDB/detail.php?id=4641,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heather Herrington  Joiner slide_1523383282.jpg,Joiner,1991,light apricot self with light green throat,(Frances Joiner × Double Pink Treasure),Diploid,"Early-Midseason,Rebloom","","",Double,"6 in, (15 cm)",Diurnal,88-DD-FJ-DPT.55,Evergreen,"30 in, (76 cm)",Very Fragrant,"",""
Heaven'S Declaring,$12.00,,144591,https://www.daylilies.org/DaylilyDB/detail.php?id=144591,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heaven's Declaring.jpg,Morss,2005,medium amethyst pastel with slate blue lavender watermark and edge above yellow to green throat,(((sdlg × Simply Divine) × ((Simply Divine × Royal Art) × (Uppermost Edge × sdlg))),Tetraploid,"Early,Rebloom",43,5,"","4.75 in, (12 cm)",Extended,02-17A,Evergreen,"32 in, (81 cm)","","",""
Heavenly Angel Ice,"",,149409,https://www.daylilies.org/DaylilyDB/detail.php?id=149409,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_Angel_Ice.jpg,Gossard,2004,white self above green yellow throat,(Frozen Mert × Heavenly Curls),Diploid,"Midseason-Late,Rebloom",27,5,Unusual FormCrispate,"8 in, (20 cm)",Diurnal,WHC#1,Dormant,"36 in, (91 cm)","","",""
Heavenly Dragon Fire,$15.00,,149407,https://www.daylilies.org/DaylilyDB/detail.php?id=149407,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_Dragon_Fire.jpg,Gossard,2004,orange red self above green throat,(Blazing Lamp Sticks × Primal Scream),Tetraploid,Midseason,17,4,Unusual FormCrispate,"7.5 in, (19 cm)",Diurnal,BLSPS#2,Dormant,"45 in, (114 cm)","","",""
Heavenly Mr Fantastic,$12.00,,163605,https://www.daylilies.org/DaylilyDB/detail.php?id=163605,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_Mr_Fantastic.jpg,Gossard,2010,large rose pink bicolor with light pink watermark above yellow green throat,(Cameroons Twister × Webster's Pink Wonder),Tetraploid,Midseason,22,4,"","9 in, (23 cm)",Diurnal,CAMT7302Bicolor,Dormant,"47 in, (119 cm)",Fragrant,"",""
Heavenly Pink Twister,$15.00,,158169,https://www.daylilies.org/DaylilyDB/detail.php?id=158169,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_Pink_Twister.jpg,Gossard,2007,baby ribbon pink with slightly darker halo above green throat,(Heavenly Mr. Twister × Skinwalker),Diploid,Midseason,20,4,Spider 6.00:1Unusual FormCascade,"10 in, (25 cm)",Diurnal,HMRTSKIN,Dormant,"40 in, (102 cm)",Fragrant,"",""
Heavenly Snow Bird,"",,180262,https://www.daylilies.org/DaylilyDB/detail.php?id=180262,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly-Snow-Bird_1514902564.jpg,Gossard,2016,white self above green throat,(Heavenly White Lightning × My Cup Overflows),Diploid,"Midseason,Rebloom",22,4,"","10 in, (25 cm)",Diurnal,HWLmycupo#2,Dormant,"28 in, (71 cm)",Fragrant,"",""
Heavenly Snow White,"",,168033,https://www.daylilies.org/DaylilyDB/detail.php?id=168033,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly-Snow-White.jpg,Gossard,2011,snow white with a yellow green throat,((Forsyth Flaming Snow × Skinwalker) × Heavenly Angel Ice),Diploid,Midseason,26,5,Unusual FormCascade,"9 in, (23 cm)",Diurnal,FFSSKINHAICE,Dormant,"43 in, (109 cm)",Fragrant,"",""
Heavenly United We Stand,$20.00,,161448,https://www.daylilies.org/DaylilyDB/detail.php?id=161448,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_United_We_Stand.jpg,Gossard,2009,sun fast blood red above nice green throat,(sdlg × Megatron),Tetraploid,Midseason,36,7,"","9 in, (23 cm)",Diurnal,"",Dormant,"51 in, (130 cm)","","",""
Hello Screamer,$12.00,,4691,https://www.daylilies.org/DaylilyDB/detail.php?id=4691,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/hello_screamer.jpg,Hansen-D.,2003,magenta vanilla with magenta eye and edge above lime throat,((Canadian Border Patrol × Tet. Tuscawilla) × (John Douglas Sullivan × Tet. Ben Lee)),Tetraploid,"Midseason,Rebloom",23,3,"","5 in, (13 cm)",Diurnal,CBPTAPPSCLTBL,Semi-Evergreen,"33 in, (84 cm)","","",""
Heman,"",,158140,https://www.daylilies.org/DaylilyDB/detail.php?id=158140,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heman.jpg,Gossard,2007,orange red blended bitone with large gold yellow tooth edge above yellow green throat,(Forestlake Ragamuffin × (Startling Creation × Jaws of Life)),Tetraploid,"Midseason-Late,Rebloom",22,4,Unusual FormCascade,"9 in, (23 cm)",Diurnal,FLRMSCJOFLIFE,Dormant,"35 in, (89 cm)","","",""
Heritage China,$8.00,,25152,https://www.daylilies.org/DaylilyDB/detail.php?id=25152,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heritage_China.jpg,Stamile,1989,ivory self with green throat,(Atlanta Cover Girl × Pink Monday),Tetraploid,Early-Midseason,"","","","6 in, (15 cm)",Extended,650-LPI,Dormant,"22 in, (56 cm)",Fragrant,"",""
Highland Lord,$10.00,,25320,https://www.daylilies.org/DaylilyDB/detail.php?id=25320,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Highland Lord.jpg,Munson-R.W.,1983,red wine self with lemon throat,"",Tetraploid,"Midseason-Late,Rebloom","","",Double,"5 in, (13 cm)",Diurnal,"",Semi-Evergreen,"22 in, (56 cm)","","",""
Hint Of Heaven,$10.00,,147858,https://www.daylilies.org/DaylilyDB/detail.php?id=147858,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Hint_of_Heaven.jpg,Joiner,2003,caramel cream blend with rose halo above green throat,(sdlg × John Kinnebrew),Tetraploid,"Early-Midseason,Rebloom",24,3,Double 98%,"6 in, (15 cm)",Diurnal,E-99-TD-Gen-JK-88,Evergreen,"20 in, (51 cm)","","",""
Hold On My Friend,$15.00,,161052,https://www.daylilies.org/DaylilyDB/detail.php?id=161052,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/HOLD ON MY FRIEND.jpg,Carpenter-J.,2009,hot coral orange with deeper eye above gold throat,(Radiant Magic × Lonnie Leroy Carpenter),Tetraploid,"Midseason,Rebloom",22,5,"","7 in, (18 cm)",Diurnal,RMCDL,Evergreen,"24 in, (61 cm)",Fragrant,"",""
Holiday Flourish,"",,169984,https://www.daylilies.org/DaylilyDB/detail.php?id=169984,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Holiday Flouish.jpg,Salter,2012,"intense rose red bitone with paler sepals, a tiny white edge and a bright green throat, very round, full and overlapped",(unknown × unknown),Tetraploid,"Early-Midseason,Rebloom","","","","5.5 in, (14 cm)",Diurnal,JS14 2012,Semi-Evergreen,"32 in, (81 cm)","","",""
Holy Spirit,$8.00,,25442,https://www.daylilies.org/DaylilyDB/detail.php?id=25442,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/holy_spirit.jpg,Guidry,1979,cream self with green throat,"",Diploid,"Extra Early,Rebloom","","","","6 in, (15 cm)","",CR-GR-86-77,Evergreen,"20 in, (51 cm)",Fragrant,"",""
Homemade Peach Ice Cream,$15.00,,155035,https://www.daylilies.org/DaylilyDB/detail.php?id=155035,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Homemade_Peach_Ice_Cream.jpg,Bell-T.,2006,peach with yellow edge above yellow throat,(Gold and Frankincense × Symphony of Praise),Tetraploid,"Midseason-Late,Rebloom",30,4,"","6 in, (15 cm)",Diurnal,281-03,Dormant,"26 in, (66 cm)",Fragrant,"",""
Homeward Bound,$8.00,,25476,https://www.daylilies.org/DaylilyDB/detail.php?id=25476,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Homeward Bound_Spalding W_Beth Creveling_1516136447.jpg,Spalding-W.,1976,peach with pink overcast and green throat,"",Diploid,Midseason-Late,"","","","8 in, (20 cm)",Extended,74-88,Evergreen,"17 in, (43 cm)","","",""
Hot Springs Hottie,$12.00,,164212,https://www.daylilies.org/DaylilyDB/detail.php?id=164212,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Hot_Springs_Hottie.jpg,Goudeau,2010,rose with cream edge,(unknown × unknown),Tetraploid,Midseason,10,3,"","5 in, (13 cm)",Diurnal,09-196,Semi-Evergreen,"29 in, (74 cm)","","",""
Hot Wheels,$6.00,,4884,https://www.daylilies.org/DaylilyDB/detail.php?id=4884,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Hot Wheels  - Steven Tooker_1509886751.JPG,Calhoun,1992,red spider with yellow eyezone above yellow green throat,"",Diploid,"Early-Midseason,Rebloom","","",Spider 5.50:1,"8.5 in, (22 cm)",Diurnal,RW91DSPRED,Dormant,"36 in, (91 cm)","","",""
Hotlanta,"",,176887,https://www.daylilies.org/DaylilyDB/detail.php?id=176887,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/hotlanta.jpg,Waldrop,2014,"red with a large more intense red eye, and a green throat",(Walter Kennedy × Red Eyed Radiance),Tetraploid,"Early-Midseason,Rebloom",22,4,"","6 in, (15 cm)",Diurnal,11-317,Semi-Evergreen,"31 in, (79 cm)",Fragrant,"",""
How Beautiful Heaven Must Be,$15.00,,143325,https://www.daylilies.org/DaylilyDB/detail.php?id=143325,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/How_Beautiful_Heaven_Must_Be.jpg,Carpenter-J.,2002,melon pink blend above green throat,(Ed Brown × Larry Grace),Tetraploid,"Early-Midseason,Rebloom",35,5,"","5.75 in, (15 cm)",Diurnal,JC6401-01,Evergreen,"26 in, (66 cm)",Fragrant,"",""
Huckleberry Candy,$5.00,,4899,https://www.daylilies.org/DaylilyDB/detail.php?id=4899,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Huckleberry_Candy.jpg,Stamile,1998,cream with blue eye and green throat,(Exotic Candy × Magnificent Rainbow),Tetraploid,"Early-Midseason,Rebloom",20,3,"","4.25 in, (11 cm)",Diurnal,5310-C,Dormant,"20 in, (51 cm)",Fragrant,"",""
Humungousaur,"",,171742,https://www.daylilies.org/DaylilyDB/detail.php?id=171742,https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Humungousaur.jpg,Gossard,2013,purple with a big green throat,(Megatron × Bali Watercolor),Tetraploid,"Early-Midseason,Rebloom",18,3,Unusual FormCrispate-Cascade,"14 in, (36 cm)",Diurnal,megbali #1,Dormant,"41 in, (104 cm)",Fragrant,"",""
Iditarod,$10.00,,25766,https://www.daylilies.org/DaylilyDB/detail.php?id=25766,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/Iditarod_Weston J from Steve Williams_1549120266.JPG,Weston-J.,1989,near white self with green throat,(Mosel × Cowrie Shell),Diploid,"Midseason,Rebloom","","","","3 in, (8 cm)",Diurnal,Sw-86d,Dormant,"28 in, (71 cm)",Fragrant,"",""
If I Only Had A Brain,$30.00,,170160,https://www.daylilies.org/DaylilyDB/detail.php?id=170160,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/If I Only Had A Brain.jpg,Herrington-T.,2012,red with yellow green throat and yellow midribs and stamens,(Tangerine Twirl Cupcake × Firefly Frenzy),Diploid,"Midseason,Rebloom",21,7,Double 95%,"6 in, (15 cm)",Diurnal,D-230,Dormant,"31 in, (79 cm)",Fragrant,"",""
Illini Pacesetter,$8.00,,5001,https://www.daylilies.org/DaylilyDB/detail.php?id=5001,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/Illini Pacesetter.jpg,Varner,1994,red self with green throat,((sdlg × Matt) × Minted Halo),Tetraploid,"Early-Midseason,Rebloom","","","","5.75 in, (15 cm)",Diurnal,91171,Evergreen,"36 in, (91 cm)","","",""
In Excess,$10.00,,5040,https://www.daylilies.org/DaylilyDB/detail.php?id=5040,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/in_excess.jpg,Alexander-S.,1993,melon and pink blend with green throat,(Siloam Double Rose ×  (Becky Lynn × Double Centennial)),Diploid,"Early-Midseason,Rebloom","","",Double,"5 in, (13 cm)",Extended,SDRBLDC5,Evergreen,"28 in, (71 cm)",Very Fragrant,"",""
In Memory of Wayne,"",,185025,https://www.daylilies.org/DaylilyDB/detail.php?id=185025,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/InMemoryofWayne_1509372630.jpg_1508358122,Carpenter-M.,2017,Tan with a deep violet patterned eye and yellow green throat.,(unknown × Kaleidoscope Puzzle),Diploid,"Midseason-Late,Rebloom",17,3,"","6 in, (15 cm)",Diurnal,16-4-4-3,Evergreen,"28 in, (71 cm)","","",""
Increased Complexity,$15.00,,153541,https://www.daylilies.org/DaylilyDB/detail.php?id=153541,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/Increased_Complexity.jpg,Gossard,2006,purple with blue violet patterned eye and white edge above green throat,(Cognizant Dissonant × Ninja Storm),Tetraploid,"Midseason,Rebloom",18,3,Unusual FormCrispate,"8.5 in, (22 cm)",Diurnal,COGDNS,Dormant,"32 in, (81 cm)",Fragrant,"",""
Incredible Pedestal,"",,168346,https://www.daylilies.org/DaylilyDB/detail.php?id=168346,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/Incredible Pedestal.jpg,Eller-N.,2011,"cream pink, large lime throat",(Treva's Smile × Reality Challenged),Tetraploid,"Early,Rebloom",30,4,Double 92%,"5.5 in, (14 cm)",Diurnal,NE08-5553,Semi-Evergreen,"40 in, (102 cm)",Fragrant,"",""
Incy Wincy Spider,"",,161932,https://www.daylilies.org/DaylilyDB/detail.php?id=161932,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/Incy_Wincy_Spider.jpg,Herrington-T.,2009,chocolate red with burgundy eye above yellow throat,(Nutmeg Elf × sdlg),Diploid,"Midseason,Rebloom",22,9,Spider 4.00:1,"4.5 in, (11 cm)",Diurnal,"",Dormant,"24 in, (61 cm)","","",""
Indian Sky,$10.00,,25956,https://www.daylilies.org/DaylilyDB/detail.php?id=25956,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/Indian_Sky.jpg,Farris,1963,deep rich gold with dark purple eyezone and green throat,"",Diploid,Midseason,"","","","5.5 in, (14 cm)",Diurnal,"",Evergreen,"22 in, (56 cm)","","",""
Iridescent Splendor,$50.00,,176607,https://www.daylilies.org/DaylilyDB/detail.php?id=176607,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/IRIDESCENT SPLENDOR.jpg,Marchant,2014,"unusual formed double in a shade of pink, starts off at a full nine inches and then settles down to seven to eight inches, it has a darker pink eye with a jagged edge in a lighter color",(Viva Glam Girl × Double Explosion),Tetraploid,"Early-Midseason,Rebloom",18,3,Double 100%,"8 in, (20 cm)",Diurnal,VGGDE,Dormant,"31 in, (79 cm)","","",""
Irish Warrior,"",,169959,https://www.daylilies.org/DaylilyDB/detail.php?id=169959,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/Irish Warrior.jpg,Salter,2012,"very round and full, intense, light yellow with a very green cast and an extremely ruffled edge, lightly textured, fertile and a good parent",(unknown × unknown),Tetraploid,"Midseason,Rebloom","","","","5 in, (13 cm)",Diurnal,JS-8 S2012,Semi-Evergreen,"29 in, (74 cm)","","",""
Island Hopping,"",,45574,https://www.daylilies.org/DaylilyDB/detail.php?id=45574,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/Island_Hopping.jpg,Shooter-E.,1999,pale peach yellow cream with bold deep purple eyezone above light green throat,(Siloam Ury Winniford × sdlg),Diploid,"Midseason-Late,Rebloom",34,5,"","4 in, (10 cm)",Nocturnal,92-3692,Dormant,"24 in, (61 cm)","","",""
It'S A Dream,"",,161735,https://www.daylilies.org/DaylilyDB/detail.php?id=161735,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/its-a-dream.jpg,Petit,2011,near white self with a gold to chartreuse edge above a green throat,(December Wedding × (Mandalay Bay Music × Tet. Russell Henry Taft)),Tetraploid,"Midseason,Rebloom","","","","6.5 in, (17 cm)",Diurnal,F-11-09,Semi-Evergreen,"28 in, (71 cm)","","",""
Itsy Bitsy Spider,$10.00,,26264,https://www.daylilies.org/DaylilyDB/detail.php?id=26264,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/ITSY BITSY SPIDER.jpg,Bishop-H.,1990,lemon yellow spider self with green throat,(Mignon × Suzie Wong),Diploid,Early,"","",Unusual FormCrispate,"3.5 in, (9 cm)","",SH-B-80-11=A,Dormant,"35 in, (89 cm)","","",""
Iwanna Piranha,$12.00,,155351,https://www.daylilies.org/DaylilyDB/detail.php?id=155351,https://www.daylilies.org/DaylilyDB/AHSPhoto/I/Iwanna_Piranha.jpg,Kinnebrew-J.,2006,coral rose with mixed white and gold teeth,((Forestlake Ragamuffin × Mort Morss) × Cosmic Sensation),Tetraploid,"Early-Midseason,Rebloom",32,4,"","6 in, (15 cm)",Diurnal,RagamortXCosSen#1,Semi-Evergreen,"34 in, (86 cm)","","",""
J.T. Davis,$12.00,,5274,https://www.daylilies.org/DaylilyDB/detail.php?id=5274,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/J._T._Davis.jpg,Grace-L.,1999,light yellow pink blush blend with gold ruffled edge above green throat,(Surprises Inside × sdlg),Tetraploid,"Midseason,Rebloom",25,4,"","5 in, (13 cm)",Diurnal,37597,Evergreen,"24 in, (61 cm)",Fragrant,"",""
Jalapeno Crunch,"",,175427,https://www.daylilies.org/DaylilyDB/detail.php?id=175427,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/Jalapeno Crunch.jpg,Salter,2014,"yellow green with a large ruffled yellow green edge, substance is very heavy, well branched scapes",(unknown × unknown),Tetraploid,"Early-Midseason,Rebloom","","","","6 in, (15 cm)",Diurnal,JS-14S-07,Evergreen,"29 in, (74 cm)","","",""
Jamaican Rainbows,$10.00,,159950,https://www.daylilies.org/DaylilyDB/detail.php?id=159950,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/jamaican_rainbows.jpg,Trimmer,2008,salmon pink with rouge eye above vivid green throat,(Dancing with Julie × (Glacier Bay × Tet. Siloam Ralph Henry)),Tetraploid,"Early-Midseason,Rebloom",20,2,"","6.5 in, (17 cm)",Diurnal,11-May,Semi-Evergreen,"27 in, (69 cm)","","",""
Jan'S Twister,$10.00,,5316,https://www.daylilies.org/DaylilyDB/detail.php?id=5316,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/Jan's_Twister.jpg,Joiner-J.,1991,peach spider self with green throat,(Jean Wise × Kindly Light),Diploid,"Early-Midseason,Rebloom","","",Unusual FormCrispate,"11.5 in, (29 cm)",Diurnal,88-D-JW-KL-3PE,Evergreen,"28 in, (71 cm)","","",""
Jason Salter,$10.00,,26500,https://www.daylilies.org/DaylilyDB/detail.php?id=26500,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/Jason Salter.jpg,Salter-E.H.,1987,yellow with washed lavender purple eyezone and green throat,(Enchanter's Spell × (Enchanted Elf × Cosmic Hummingbird)),Diploid,Early-Midseason,"","","","2.75 in, (7 cm)",Diurnal,"",Evergreen,"18 in, (46 cm)","","",""
Jaw Dropper,"",,175677,https://www.daylilies.org/DaylilyDB/detail.php?id=175677,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/JAW DROPPER.jpg,Joiner-J.,2014,"throat is yellow green, rose with darker rose veining",(sdlg × sdlg),Diploid,"Early-Midseason,Rebloom",17,3,Double 95%,"9 in, (23 cm)",Diurnal,J10DDbl82,Dormant,"30 in, (76 cm)","","",""
Jay Farquhar,$15.00,,149059,https://www.daylilies.org/DaylilyDB/detail.php?id=149059,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/Jay_Farquhar.jpg,Carpenter-J.,2003,purple with white watermark eye and edge above green throat,(Lifting Me Higher × (Chris Salter × Tet. Waxen Wonder)),Tetraploid,"Midseason,Rebloom",30,4,"","6.5 in, (17 cm)",Diurnal,01P24T,Evergreen,"26 in, (66 cm)",Fragrant,"",""
Jay Turman,$8.00,,5339,https://www.daylilies.org/DaylilyDB/detail.php?id=5339,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/JAY_TURMAn.jpg,Kirchhoff-D.,1992,dark red self with gold throat,(Ebony Fire × Kent's Favorite Two),Tetraploid,"Early,Rebloom","","","","6 in, (15 cm)",Extended,EFKF2-2-90,Evergreen,"31 in, (79 cm)","","",""
Jazzy Tune,$20.00,,170022,https://www.daylilies.org/DaylilyDB/detail.php?id=170022,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/JAZZY TUNE.jpg,Joiner-A.,2012,"rusty rose double, maroon eyezone, yellow green throat",(Hint of Heaven × sdlg),Tetraploid,"Midseason,Rebloom",20,3,Double 98%,"7.5 in, (19 cm)",Diurnal,"",Evergreen,"27 in, (69 cm)","","",""
Jeanne Deaver's Dream,"",,162392,https://www.daylilies.org/DaylilyDB/detail.php?id=162392,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/Jeanne_Deaver's_Dream.jpg,Trimmer,2009,purple with chalky white watermark above green throat,(China Clipper × Jennifer Trimmer),Tetraploid,"Midseason,Rebloom",32,3,"","6.5 in, (17 cm)",Diurnal,22-Jun,Evergreen,"28 in, (71 cm)","","",""
Jelly filled donut,"",,150755,https://www.daylilies.org/DaylilyDB/detail.php?id=150755,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/Jelly_Filled_Donut.jpg,Eller-N.,2004,bright yellow with red eye above green throat,(Double Dipper × Alexander's Ragtime Band),Tetraploid,"Early,Rebloom","","",Double 96%,"5 in, (13 cm)",Diurnal,NEDD02,Semi-Evergreen,"24 in, (61 cm)",Fragrant,"",""
Jerry's Girl,$18.00,,175714,https://www.daylilies.org/DaylilyDB/detail.php?id=175714,https://www.daylilies.org/DaylilyDB/AHSPhoto/J/JerrysGirl.jpg,Elliott-S.,2014,"coral pink petals with lighter rose sepals of varying intensity above a green throat, first few blooms often single",(Two to Tango × Just for Breakfast),Diploid,"Early-Midseason,Rebloom",26,4,Double 85%,"3.87 in, (10 cm)",Diurnal,sedse12-67,Semi-Evergreen,"26 in, (66 cm)",Fragrant,"",""
